STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
26,MI,0,5,640000,82820,530780,20450,582460,31030,382860,336380,1726130,556820,0,0,0,0,27880,208180,86764172,640000,87619680,561300,63971579,355490,477847,231630,1350999,217440,980643,258740,179627,116310,1944074,207310,2215136,231870,11021896,5090,23370,73353,152320,3948259,63930,1862533,216640,855508,31560,8654,6000,97081,20230,185508,17810,106277,85630,103217,524700,12164621,524660,11913806,117940,250357,116110,3370206,17103193,16520,322346,110260,679949,4300,7936,110040,572746,83290,37881,108520,977404,116140,1056288,95620,883470,2790,13864,3450,1517,3180,15862,103770,857320,7270,155293,138950,725202,639700,70437504,639290,10623170,110,647,1210,6548,359470,1025805,86270,31941,54930,29541,61630,87149,0,0,284420,835804,540,1747,84740,339135,0,0,1610,9779,870,1953,636500,10837372,0,0,0,0,50,108,49810,50109,0,0,636870,9596098,637760,10007563,2030,518,80,25,225800,854482,414430,1670775,388750,1478862,34030,209541
26,MI,0,6,194510,15540,170480,2450,178900,8180,142180,53620,562370,198150,0,0,0,0,750,63210,95207595,194510,96323736,171510,47560481,154080,1391131,123880,3994909,118620,3129783,85800,298047,43410,2625556,119860,11979060,63940,4661940,150,690,2626,36210,1076083,64670,14984301,67160,1116141,3760,945,8630,294380,19810,264938,1570,15553,0,0,106260,2519503,106250,2465022,22600,48641,84700,5072874,54452167,1500,55331,80510,2174837,2280,4884,79350,819394,48220,27947,81080,804684,84710,1006635,67350,951501,810,7726,1820,630,9360,208757,79800,2113476,5030,260387,81010,2540202,194440,84434225,194380,20179789,2200,39101,0,0,132330,862859,65020,405828,13760,7153,0,0,0,0,71170,210851,20,101,42310,352319,0,0,0,0,0,0,193400,21292564,0,0,0,0,0,0,0,0,0,0,194170,19235063,194380,20340029,88200,165623,105110,456284,90720,1757576,99370,2783752,68550,880768,34350,1768791
27,MN,0,1,791200,628270,71300,80630,707130,38370,361110,475950,861800,209290,50560,15290,35270,6410,83440,177720,9430618,791190,9590318,616210,7254678,139990,76683,83260,137442,75160,79978,8650,5262,94660,608864,71970,108824,135130,1252353,10030,15160,67059,43680,85580,11180,23734,123020,159700,560,121,100,994,10240,32909,2000,6931,34280,31061,777670,9717422,777670,9464450,137040,253345,12130,283824,229240,8930,154858,3540,6025,5130,3715,7330,24798,3980,1062,10180,35068,11420,39888,4800,36040,20,110,190,48,20,12,7020,17442,150,1101,25840,19104,313490,1751221,300840,172952,0,0,400,290,104160,37966,4430,181,3310,1175,28210,15553,31770,5145,35940,14493,0,0,82790,110103,7500,44847,7530,40049,12830,6885,686540,1204772,200740,449888,174230,402403,96400,151471,31870,26664,4540,5171,229100,134255,302950,253931,0,0,0,0,68970,59262,643730,1008046,640120,999944,3570,4646
27,MN,0,2,653220,408810,124080,110280,599720,23820,327750,459420,1090680,322950,17460,6890,10570,650,96130,141610,24056926,653220,24410105,565060,19634205,143270,100163,83400,194010,75860,121439,45050,27684,75070,729102,71540,215809,130870,2321324,13610,30250,164182,109440,794897,18070,123864,176380,353179,8500,1946,1060,8790,15550,65347,12490,48403,104730,114216,627450,9678423,627450,9496735,93130,184190,25680,585801,1027099,15390,261456,18450,40230,5820,6662,19080,62104,12810,4365,22340,98549,25170,111823,15680,120625,280,1196,890,193,350,506,18070,62820,510,4692,67740,110508,647420,13651335,641380,1488514,0,0,10970,9445,260340,301671,19330,1098,24820,13352,46230,48027,103630,20127,160380,219411,210,610,60230,144625,20900,122702,22700,125543,30030,18321,632980,2474806,118040,253211,102760,216614,116790,245173,26260,21972,6740,7288,515220,1188859,544200,1356823,0,0,0,0,105270,147598,543840,1258031,537770,1243383,7970,13340
27,MN,0,3,418970,206950,159850,44080,384390,15090,233450,266220,802480,224980,4270,360,3910,0,37390,121170,25814244,418970,26171804,358290,19751133,145770,116061,89750,262691,83100,173149,79770,55283,58740,633631,77240,336898,115560,2947568,12890,22490,145481,91820,1465175,21950,241786,137140,357560,10250,2467,940,9224,13410,77510,12430,57502,75730,86764,372470,6653900,372460,6510140,73180,144446,47990,1029503,3079152,16030,271288,44250,151015,3210,4809,42380,131647,29090,9939,45270,268900,48060,283557,36640,279000,680,3204,3230,1026,320,613,35720,128006,2490,25913,61850,161815,417560,17967944,416380,2210311,0,0,5220,11891,162230,343770,26710,2130,19430,10181,27070,32765,25620,4653,116230,287927,180,355,47820,136141,3980,26790,7780,44923,8780,8426,411560,2578122,1060,463,570,246,33680,67180,16930,15548,60,100,380760,1870026,392860,2022006,0,0,0,0,103770,212540,315800,755770,307970,734176,11970,24423
27,MN,0,4,288740,78830,188430,16800,265820,9320,170890,175590,677580,200190,680,20,660,0,17560,93340,25090628,288740,25394069,247540,18560931,127740,116220,82120,293198,75590,200047,73340,58347,47640,580949,69910,414422,93960,3104952,7710,14640,95262,70360,1492056,18340,267456,95540,303441,8130,2037,580,7065,7980,56673,7670,40066,44480,52341,242530,5222120,242570,5109943,54580,113437,44610,1028672,3951503,11170,199351,43220,210086,900,1741,41240,141280,29320,10554,42060,320395,44630,337748,36170,290579,320,1567,2310,642,420,1123,35340,151862,1080,13259,53370,177641,288210,18577980,287540,2379077,0,0,1710,5789,128960,364191,24190,2715,23670,13174,22270,29861,0,0,101640,309426,250,784,37710,118650,90,403,2480,12096,3230,4749,285200,2551567,0,0,0,0,6400,11821,14170,13623,0,0,278300,2013073,281830,2151589,0,0,0,0,78390,201444,208920,599652,201230,574154,8770,24318
27,MN,0,5,458230,54840,386020,12600,426050,16100,275080,219970,1263690,420100,30,0,30,0,15540,135370,62653708,458230,63420320,406780,47035529,254770,309690,182120,937257,170470,685559,172350,176882,84700,1422687,158470,1667386,146870,6501972,13800,17420,117674,91170,2294374,55250,1678615,178440,766612,23630,6278,5690,80995,20390,187722,12260,68964,73270,82468,356840,8350709,356740,8198827,68520,146706,101680,2958820,14848687,15710,302030,98720,810456,1760,3645,95140,425320,72690,33130,97140,909393,101580,957785,85270,916521,1730,9462,10100,4034,3030,11491,90600,604484,5090,84899,113280,655319,458000,50631427,457580,7601981,130,961,230,976,263850,808877,61220,12956,58950,30249,41840,59197,0,0,210150,665447,350,1390,68930,279169,0,0,380,1752,850,1787,454020,7310064,0,0,0,0,40,100,33390,34033,0,0,455350,6788127,456260,7124159,1340,380,0,0,191950,788722,265030,973398,248550,863657,21050,114034
27,MN,0,6,155370,11520,137880,2090,146250,4930,111080,42910,464070,171540,0,0,0,0,690,41370,72001987,155370,72904994,139650,40305697,122870,944387,104400,3095385,100190,2490738,48960,275909,32860,1633061,99940,8935198,44710,2826399,1220,1060,8150,21410,618142,49840,10558480,55160,903007,3230,793,7400,232016,18010,245735,510,4988,0,0,74110,1758217,74100,1726542,12730,27442,78460,4285991,44879202,1220,37974,75750,3097240,1510,3613,72980,594361,56190,37015,76480,759845,78490,928238,66720,1060399,530,4944,9910,3878,8920,158410,74190,1712892,4220,101861,64240,1861461,155330,63816137,155250,15124954,1610,30526,0,0,111050,530631,51710,149399,18980,8818,0,0,0,0,63240,200653,0,0,32230,252079,0,0,0,0,0,0,154140,15308333,0,0,0,0,0,0,0,0,0,0,155140,14576305,155240,15373677,74670,143752,85530,328589,81900,1645854,69690,1585540,50860,611916,21000,892912
28,MS,0,1,505050,290560,51830,155550,461020,23910,261160,375250,832440,342120,12400,9210,3180,3320,147290,84310,6761159,505050,6862945,413000,5595066,42670,25201,18310,29738,16380,18859,4630,3011,106270,534776,15740,26105,63550,625734,6330,9130,24636,19080,38489,4330,9217,96840,101786,1840,444,40,472,4040,16693,970,3254,8500,7200,498910,7192262,498910,7084610,59050,108229,4840,96311,86673,3350,43125,1060,1551,2030,2264,1820,3584,1570,926,3650,9308,4460,11938,1390,8960,40,169,0,0,20,9,2950,12776,110,1571,13650,9350,199060,987927,200440,102345,0,0,7320,2950,103020,35972,490,18,5070,1899,16660,7596,26240,5024,58080,20201,230,199,82690,117709,26240,216293,27650,226896,5600,3432,471940,1453999,255930,818202,239150,727483,161670,254276,35840,33418,7370,3868,115540,66091,198960,189296,0,0,0,0,36010,30338,448900,1293846,447610,1290414,1340,4032
28,MS,0,2,311670,128850,73330,102070,285080,13330,164370,234050,628270,245860,5820,3900,1920,380,90340,64920,11138513,311670,11242255,274500,9524752,46050,32852,18930,41521,17350,28366,23130,15662,46160,92411,15750,47933,63190,1155910,8080,5050,15294,51150,344863,6010,37423,57480,103742,10060,2488,120,1215,4040,20363,3320,12215,23520,22842,295690,5012167,295690,4934823,40400,77658,16790,370382,661382,11910,145687,10270,17864,5720,9475,9770,17952,9290,7474,14750,47340,16460,55170,7920,46553,80,419,70,408,20,47,14550,92427,850,10271,24780,38457,308940,5693533,307460,619330,0,0,6970,6557,172940,212633,3220,174,21360,13781,27450,29150,60920,13111,130650,153698,2480,2552,24630,56613,11160,91796,11800,100800,11230,8328,304190,1249830,106160,236206,95920,209983,92020,177328,19620,17852,1420,1142,204690,407441,222760,477447,0,0,0,0,44870,64302,266160,833356,264400,828056,2010,4370
28,MS,0,3,152750,50440,72920,26210,138040,7760,89300,99840,335760,110700,1060,580,480,0,29650,45310,9384747,152750,9470711,130490,7262640,42510,34285,19060,58580,17360,40346,26890,21538,25820,140231,16290,75411,47120,1282154,6970,2150,8436,36850,562613,6260,87116,38040,85964,5460,1438,30,255,3500,21227,2780,12831,15300,16211,136380,2634632,136380,2581363,27900,53771,17230,428960,1144500,9230,119548,11730,32123,4880,9924,12500,24820,11020,8085,15330,66056,17250,76571,11270,71064,170,989,130,109,160,339,15380,121940,1190,14580,17960,47140,152430,6274228,152120,752571,0,0,1230,3474,75200,167337,4790,451,10240,6220,12450,14960,11490,1887,62060,138978,1650,2165,16240,43530,930,8221,2030,17898,3680,4203,150020,883083,560,223,280,108,15270,26005,8650,7575,0,0,135750,585935,140390,639573,0,0,0,0,38010,82465,115030,320905,113020,314429,2860,7799
28,MS,0,4,92660,16920,66230,7330,84110,3840,56810,57470,233420,74320,170,130,40,0,12390,30230,8039661,92660,8109502,79310,5967106,34750,32118,16210,59676,14860,42298,21790,19343,16890,141713,13800,85652,34000,1178355,4420,900,3863,24520,502547,4860,75805,26390,69841,4920,1381,110,1929,1800,12584,1210,6324,9750,11044,80470,1767921,80480,1730311,18740,38059,11310,305422,1011057,4820,66111,8050,29876,2290,5332,9340,21312,7200,5030,10090,54981,11220,62235,7900,56934,20,64,60,83,20,73,10040,93730,420,7585,13600,46779,92580,5870404,92410,737272,0,0,220,1079,45940,129041,3630,365,7790,4833,7970,9611,0,0,40380,109907,400,642,11350,34569,20,138,260,2393,850,1347,91420,793243,0,0,0,0,1190,1866,5320,4569,0,0,89860,607185,90720,652501,0,0,0,0,25600,75453,66270,214392,64410,207231,1360,4655
28,MS,0,5,118990,12010,101180,3340,108440,5510,77290,58450,325630,105520,40,40,0,0,7860,40560,16106314,118990,16267686,103060,11376130,61440,81589,34250,199618,31900,150886,46820,49282,25820,410747,30550,353338,48210,2342303,9050,580,2331,30770,760586,14070,461054,40370,161372,6410,1725,580,9655,5200,43518,2410,14952,11970,13245,92840,2162916,92790,2113442,22040,46582,25940,831187,3882718,5530,81550,21280,131564,3890,10470,23250,68227,18800,14004,24190,185083,25940,200528,20070,176873,150,1145,320,239,480,2000,23940,301089,1360,30733,25830,175487,118920,12887156,118830,1928023,40,347,0,0,65640,191391,10770,5463,11500,7253,10200,12369,0,0,55500,156473,280,252,17980,80751,0,0,0,0,240,579,117470,1907014,0,0,0,0,0,0,8020,6965,0,0,118280,1735660,118490,1839533,190,103,20,8,48010,236680,70570,300932,66060,263365,5280,40292
28,MS,0,6,29810,1680,26260,220,27490,880,23970,7210,84140,28020,0,0,0,0,140,11260,12671028,29810,12873451,24910,5798340,22930,147460,16920,435324,16200,346753,12850,39114,8910,541176,16440,1237800,10910,840903,2260,0,0,6970,202883,12340,2415503,12230,202423,310,79,1430,49608,4360,51585,240,2203,0,0,12420,294286,12410,285821,3120,6671,16000,913972,7978556,320,7425,14440,290064,640,2011,14400,78755,10960,11168,15460,148299,16020,160815,11600,154544,60,553,270,104,1650,14335,15210,451035,770,25621,13390,374806,29800,10965824,29780,2511204,150,1460,0,0,18000,64114,7370,9208,1400,863,0,0,0,0,9550,27618,50,20,8510,81695,0,0,0,0,0,0,29150,2538239,0,0,0,0,0,0,0,0,0,0,29680,2432194,29760,2613047,11040,17998,15300,50681,14330,350284,13850,299502,8980,112734,4650,153437
29,MO,0,1,967670,678640,115520,158370,872120,48620,417200,620100,1281650,374740,49230,16820,32410,4270,156200,228570,11951273,967660,12117373,740520,9290544,156230,90617,82860,132846,75580,84506,8430,4828,131330,774660,70360,109202,172080,1620714,17870,22160,61756,51370,103511,11430,24037,142030,166100,1330,306,60,465,11120,36278,1660,5645,26030,22486,954750,12988040,954740,12663734,177170,325849,11210,264366,199476,8860,161979,2680,3611,5460,4053,6360,18985,5320,2252,9380,28834,10600,32483,3800,24569,0,0,40,11,60,23,5700,17732,170,2939,25230,17410,371660,2032751,367120,207755,0,0,16370,6229,136080,44705,4100,178,5830,2049,24720,12173,46790,7586,57970,20769,40,100,107690,147582,57770,494593,59640,502919,14430,8048,849330,1869033,319970,826283,286990,745509,178970,277050,33780,28050,22250,14469,271290,162062,371710,322060,0,0,0,0,75480,64604,801880,1608889,798250,1600268,3460,5193
29,MO,0,2,689680,362930,173930,134200,630650,29510,320620,495990,1250410,394680,15420,7140,8280,160,127480,157510,24992796,689680,25272591,594390,20341009,146820,105970,80810,192535,75380,128856,38270,21915,85570,688573,69840,223322,151820,2746578,20610,24960,69414,125590,862164,15970,98769,154990,279795,15710,3797,410,3505,13570,59781,8820,32384,76780,78528,667250,10904117,667240,10703924,103760,202631,22460,533955,916711,15360,260081,14450,25711,7100,7589,15200,43073,14030,8094,19750,74686,22010,83621,11810,77593,70,286,140,49,220,265,16560,82916,620,7550,68370,104058,683450,13392224,677420,1458022,0,0,24250,20750,310140,348981,17630,927,27480,15419,44300,42350,127670,25127,206540,263815,1310,2516,63460,146384,38910,314997,40530,335980,31490,21189,670220,2705043,162180,361585,143520,313501,150950,311228,25200,20622,9220,8840,512770,1113199,550230,1286923,0,0,0,0,101530,144017,585020,1556703,580020,1543201,6860,12794
29,MO,0,3,398850,152840,194190,40970,364270,17370,214830,258790,839730,248260,4610,1630,2980,0,47020,119450,24577457,398850,24844049,338950,18642623,136460,116245,79810,260963,74610,180252,65000,45376,60330,555451,70290,339083,122510,3225862,17640,15280,41802,94990,1442604,18200,183207,116270,266592,11860,3091,610,6245,10440,59632,8690,39277,59120,66882,368970,7011755,368960,6864776,75450,147174,30440,721567,1958070,13930,235914,23980,66571,5130,7768,25270,75372,22420,12819,27130,142382,30350,156914,20840,142273,40,255,630,187,330,736,23790,130150,1520,18906,58580,147027,397790,16664324,396580,2010014,0,0,7040,19733,178200,384155,23400,1773,21050,11486,28580,31323,33170,5476,133110,325522,830,2497,44310,118367,6840,62154,10180,89287,9280,9258,391540,2409469,1930,776,860,340,37420,69731,16830,14419,300,419,355770,1627984,368640,1769515,0,0,0,0,92500,198243,306570,824438,300630,805825,8850,20880
29,MO,0,4,258040,56050,181870,14310,236360,10420,147460,161120,628480,187910,1060,360,700,0,20880,85100,22423682,258040,22642563,220190,16444743,114150,111223,69000,279566,64690,199894,64850,53956,42360,453863,59620,391447,92370,3132794,10550,8780,23923,66200,1318298,14640,205882,80190,218881,10840,2954,450,6043,6360,42789,5080,26190,37200,44153,228900,4986010,228870,4877934,51620,105670,27670,684086,2467159,9180,163925,24640,98414,2270,4135,25050,82157,21230,12801,25450,172834,27520,185094,21120,153450,70,253,250,90,180,398,22510,138446,1040,13184,44010,134834,257690,16529465,257060,2080300,0,0,1950,9118,122720,340723,20910,2219,20110,11734,21920,25295,0,0,99340,290836,430,1757,31710,93986,300,2401,2620,21297,2860,4250,254530,2282444,0,0,0,0,5020,8546,13020,11432,0,0,249190,1737036,251950,1855562,0,0,0,0,64550,175233,191400,605189,185570,584018,6440,18146
29,MO,0,5,349890,41770,293510,9510,320600,16370,207610,172600,947290,304110,320,200,130,0,14990,112950,47531326,349900,48033560,304330,34224136,200450,265868,134700,830062,127150,623732,153280,160560,65930,1095968,120760,1418762,130890,6096176,14700,8580,24835,80130,1861376,39190,1140004,125210,502234,17150,4561,3560,56719,14150,124346,8920,52714,49460,57124,280310,6528858,280260,6395596,60300,128061,68740,2057450,10143231,13290,253734,65020,439017,3120,7451,64310,262678,55460,41455,64880,574348,68800,612332,55010,504637,660,3488,1700,686,1940,7121,60970,539137,3720,89169,82370,455395,349640,38374081,349180,5734081,60,355,250,1558,197750,566878,47390,8491,35540,20266,32220,39511,0,0,154740,462337,310,1436,49800,205818,0,0,360,2535,980,2144,345800,5712056,0,0,0,0,0,0,24040,22136,0,0,347440,5161446,348090,5426780,930,242,20,9,134280,580390,212720,867486,199410,760589,15950,94474
29,MO,0,6,105640,8980,92100,1250,97200,4660,76720,26620,304090,106480,0,0,0,0,480,35620,52996226,105640,53665024,91170,25737920,84650,674521,69830,2760601,67270,2345981,49180,195509,25110,1476174,67870,6798986,37050,2606880,2280,400,1379,20430,574671,36390,8364618,37830,668798,1580,390,5770,182823,13440,174574,680,6478,0,0,51750,1228126,51750,1199030,12110,26085,51410,3404516,34039333,1560,53906,45930,1314704,4350,12274,48600,394646,40770,46253,49880,493237,51420,576323,40920,578038,230,2722,1340,428,6030,105263,48600,1635834,2920,91251,45270,1243277,105600,46771362,105570,11072707,1200,23074,0,0,72120,305157,36330,70733,9120,4803,0,0,0,0,37710,115323,0,0,24850,240698,0,0,0,0,0,0,104550,11519235,0,0,0,0,0,0,0,0,0,0,105460,10759156,105560,11490960,46870,98691,58590,331759,54040,1211718,48500,1217814,33760,430941,16460,726284
30,MT,0,1,173840,129070,22750,19350,156550,8160,74000,103350,215630,49120,9900,3810,6090,1600,23330,42950,2157038,173840,2193067,132890,1633677,34140,23524,20170,49790,16120,19986,2610,1791,22610,137941,16720,32446,28360,273308,3370,4780,15190,8650,18080,4260,5772,27480,36029,180,41,0,0,3220,8534,670,2239,6790,5219,170510,2294697,170500,2235132,31950,59215,2860,63483,48967,2270,34798,1390,1842,20,18,1850,5677,950,275,2200,7576,2470,8469,1300,10600,0,0,40,8,60,158,1590,4287,0,0,5510,4529,68800,393032,67130,39563,270,164,1540,616,20530,6852,960,37,670,230,5340,2781,6080,988,6840,2563,0,0,19180,26324,7920,63220,8130,61964,3760,2095,148710,278820,50260,107539,43390,96633,23140,34615,6490,5322,4150,3427,53470,32877,70510,61973,0,0,0,0,16490,14521,138070,230501,136830,227663,1210,2224
30,MT,0,2,123170,69960,33280,17460,113890,4610,56830,83170,213620,58860,4080,1840,2250,150,20940,31360,4452415,123170,4523264,103680,3442489,31250,27631,17290,49129,15710,31498,10370,7927,17580,179046,16570,74684,27300,500389,4020,7590,31614,24130,164796,6230,42457,33170,70849,1820,423,150,1621,4070,15174,2930,11021,15550,14893,118000,1921374,118000,1881835,20550,40048,5380,120231,211655,3370,49075,4190,8550,30,37,3920,11999,2590,894,4440,19101,4960,20935,2900,23539,20,78,130,27,20,53,3370,12386,20,103,16490,29295,122310,2380280,120520,257503,0,0,5550,4641,48510,51473,3930,218,3770,1905,6060,5577,18020,3739,30320,39616,70,114,14150,35836,10180,77979,10510,79829,7340,5017,118500,454608,23690,53106,20170,43930,22760,47771,3500,2871,3040,3326,95620,206997,102980,249529,0,0,0,0,22900,33356,99390,238373,97450,232915,2360,4257
30,MT,0,3,72590,27730,37910,5820,66930,2450,41250,42690,153530,43680,1060,270,790,0,7950,24600,4485066,72590,4556654,59950,3184911,28600,30685,16870,62966,15600,41070,15060,13034,13050,141880,16150,113072,22970,611572,3670,4220,19565,19180,285792,6660,75984,24680,71588,2050,514,170,1760,3410,18622,2900,14006,10880,11680,65190,1268116,65170,1237328,15430,30277,7640,173337,509872,3300,50907,7310,21943,30,58,6860,21121,4410,1582,7020,39429,7590,42242,5670,48580,160,714,590,245,200,332,5380,22402,110,653,14470,42156,72390,2996618,71870,357067,0,0,2270,5458,31490,66928,5380,472,3250,1645,4090,4477,5210,897,22600,57691,60,76,10110,29818,2600,24144,3700,31538,2600,2653,70690,415488,350,144,170,71,6900,13260,2170,1898,390,680,64090,290595,67030,326205,0,0,0,0,20960,47209,52120,134725,49790,127077,3080,6631
30,MT,0,4,48150,9900,35130,1960,44280,1640,29340,26870,118010,34250,140,0,140,0,3880,17500,4200809,48140,4258393,39480,2823073,22390,27279,13500,61169,12430,41515,14260,14403,9320,107209,12880,116180,17830,611955,1480,2240,10558,13430,267348,5170,90250,16600,57584,1500,391,140,1385,1970,13811,1700,8855,6920,7739,41530,919067,41550,896869,10570,21891,5880,146807,524458,2140,32196,5540,23955,40,67,5410,17894,3810,1524,5300,37670,5840,40996,4570,41024,30,112,250,106,130,270,4310,22963,180,1127,11070,42439,48090,3063475,47830,378916,0,0,870,4174,22340,61589,4380,524,3520,1906,2940,3397,0,0,17150,53387,50,179,7100,22293,320,2692,980,7931,850,1245,47180,403610,0,0,0,0,1060,1886,1760,1610,0,0,45980,315277,46780,343850,0,0,0,0,14180,40636,32910,100268,30970,92642,2360,7267
30,MT,0,5,64800,7730,54710,1230,60280,2350,43210,27650,172910,53270,0,0,0,0,2310,23250,8759213,64800,8885952,54200,5625469,37630,69552,25060,191856,23470,140841,28410,35351,14140,229682,24670,443002,24750,1158539,2900,1820,9184,16710,385623,12550,438381,25610,126739,2790,750,670,10650,4550,40536,2580,15348,8410,8950,50950,1189771,50910,1161150,12740,26825,13610,412219,2022694,3070,49033,13270,96627,30,75,13040,51459,8940,4378,12980,115756,13650,122191,11110,125630,240,1246,1360,663,670,2631,11830,93654,190,1762,20120,140171,64760,6995569,64640,1024061,0,0,370,2608,35390,101655,9500,2541,5380,2824,4300,5323,0,0,26220,83398,170,467,10570,45218,0,0,490,3783,660,1615,63610,996713,0,0,0,0,30,93,3130,2930,0,0,64180,920754,64340,978546,0,0,0,0,27290,135492,36780,159033,32130,123541,5450,31803
30,MT,0,6,18020,1650,15490,80,17040,390,15140,3700,48860,15060,0,0,0,0,0,7120,8165160,18020,8291135,14420,3008893,15010,131768,10880,340577,10330,268117,6290,29730,4450,205401,11640,1399909,6220,447208,460,20,117,4260,113166,9000,1795540,7710,125975,80,21,680,21208,3610,45486,190,1720,0,0,8740,206536,8730,200156,2460,5280,8370,455888,4651057,220,5256,8120,238278,0,0,8020,56561,4800,2988,8140,79873,8390,89329,6450,102172,40,213,960,374,1330,16714,7720,200473,250,2730,9660,321684,18010,7105455,17990,1591967,140,1593,0,0,11240,45122,5510,9776,940,510,0,0,0,0,5060,16334,20,172,4130,33592,0,0,0,0,20,78,17690,1634935,0,0,0,0,0,0,0,0,0,0,17960,1536904,17980,1642319,5270,8191,10260,48132,8520,223248,8390,224784,4750,73998,4060,127570
31,NE,0,1,275430,206800,27680,35820,252620,10910,127090,186540,327600,90640,8740,4140,4600,1660,35960,57000,3443723,275430,3494143,222900,2761723,51200,30063,27080,38627,24500,22368,2550,1446,32330,191594,24620,47242,42270,377610,6540,3260,10798,13000,28747,4190,7726,40620,50420,230,52,0,0,4280,14971,530,1771,8400,6591,271250,3501499,271250,3419602,43880,82360,3450,90458,68059,2780,59373,420,580,1470,1106,1280,4651,830,380,2840,9106,3220,10318,690,3826,0,0,0,0,0,0,1720,5126,20,314,7680,6076,112390,625607,109440,63202,0,0,3740,1459,38870,13473,1390,48,2530,857,8720,4431,12980,2120,13750,5449,0,0,29190,40066,16310,195561,16810,198586,4830,2687,246010,486972,77280,193881,68340,175931,41780,65620,9950,7696,6550,4139,82520,49365,109480,91843,0,0,0,0,23320,21869,231940,414514,230570,411379,1030,1532
31,NE,0,2,229700,130640,53710,42530,215540,7110,113760,173920,412400,133780,5910,3030,2880,190,40130,48720,8392699,229700,8507589,203660,7057797,51920,39552,28030,59129,25810,36710,12180,7116,26320,217881,26460,102092,42270,650857,9280,4670,17594,37100,267344,7320,40159,56560,114890,3360,806,0,0,5530,24494,4500,17215,28400,27853,222290,3560738,222290,3501037,31480,61976,7000,174039,292518,4690,87497,4530,8458,2570,3066,4540,17402,3980,2049,6230,25849,6900,28889,3230,19529,0,0,40,5,100,58,4690,20422,480,8184,25430,42545,228480,4605168,226000,500805,0,0,8140,6401,103360,117612,6170,268,10490,5802,15360,13796,42820,8523,65890,89616,230,235,22020,50848,17220,223611,18070,233420,11100,7171,222430,904328,47710,103890,41710,89255,50070,106948,8170,6371,3850,3695,173950,384757,186660,445246,0,0,0,0,33090,49654,195620,506514,193400,500448,2690,4977
31,NE,0,3,135300,52860,67130,12730,127130,3840,77310,91540,295120,93780,1550,560,990,0,14530,40610,8347681,135300,8470545,117930,6486931,50120,44461,29050,82368,27200,53285,21060,14560,20600,182018,27630,150844,36220,823503,8720,2560,9555,30260,471848,9530,95192,45930,122864,4350,1101,70,821,4920,29488,3890,18098,21010,22723,125000,2387434,124990,2339705,24210,47733,10470,253404,686653,4970,93660,8680,26334,1420,2228,8500,33557,6890,3680,9710,58660,10380,62359,6700,41318,60,268,170,65,110,380,8200,39078,340,5428,26060,76335,134810,5633835,134250,676043,0,0,2450,6951,64130,142030,8890,567,8510,4670,9840,10132,10900,1938,47050,119857,120,161,18300,50073,4200,72052,4860,78158,3280,3350,132160,807585,650,273,290,125,13640,27072,5550,4660,280,388,118590,538321,124060,593063,0,0,0,0,32750,78403,104320,283586,101040,272494,4310,10451
31,NE,0,4,91110,17150,67760,3930,85800,2100,53570,59330,236780,77010,320,130,190,0,6880,28640,7941954,91100,8038808,79630,5960276,40940,40299,24780,81954,23240,55757,19230,15307,15760,145147,22700,157606,28350,831426,4840,1370,4951,21150,442946,7440,114323,32030,96854,3620,977,170,2374,2240,16694,2530,13050,14650,17075,81290,1807236,81280,1770639,17170,35698,9160,231019,838525,2910,55227,8120,35387,650,1221,7850,34663,6370,3663,8620,65941,9160,69519,6250,41753,80,348,120,20,30,8,7230,42513,150,1895,18740,67340,90950,5799826,90580,716370,0,0,680,4043,45890,137819,7050,613,9510,5642,8580,9448,0,0,37830,120666,50,175,12630,36916,340,6127,1260,19125,1030,1581,89290,765842,0,0,0,0,2330,3951,4800,4176,0,0,86780,574902,88350,622646,0,0,0,0,22130,64790,67140,212967,64770,204579,2930,8408
